No,News Title,Category
15111,Dancing with the Stars 2014 Results Tonight May 12: Who Gets Eliminated?,Entertainment
61761,"Mad Men recap: S7, E5, 'The Runaways'",Entertainment
2613,All-new meteor shower: 5 things to know,Technology
8062,How to Source Non-GMO Ingredients and Suppliers,Economy
18065,Obama launches plan to save honey bees,Technology
11645,SAP technology chief Vishal Sikka steps down in cloud overhaul,Economy
25231,"Editorial: On Tax Day 2014, NJ residents still face weeks to 'Tax Freedom Day'",Economy
49422,"Why cloud companies are watching the Aereo, Supreme Court case very closely",Entertainment
64622,Mad Men's' final season: Is it TV's greatest drama series?,Entertainment
8119,Zac Efron and Michelle Rodriguez Kissing in Vacation Pics: Are They Dating?,Entertainment
51253,Oprah Winfrey moves Pharell Wililams to tears during one-hour interview,Entertainment
55222,"American Airlines, JetBlue ending agreement that allowed connections on each  ...",Economy
17639,Spoilers: Simon Kinberg Explains 'X-Men: Days Of Future Past' Post Credit Scene,Entertainment
33006,Fleetwood Mac Announce North American Tour,Entertainment
43430,Kim Kardashian and Kanye West reportedly tour Chateau de Louveciennes as  ...,Entertainment
19852,Promoter hits back at Dublin City Council over handling of Brooks licence,Entertainment
53054,40000 Petition Against the Most Hated Person on the Internet: Texas 'Hunter  ...,Entertainment
61119,Credit Suisse to pay U.S. $2.6 billion in tax evasion case,Economy
695,Microsoft Said To Drop Windows Phone Fees For Some Smartphone OEMs,Technology
20252,Seagate Tries Wooing Small Business Customers With Five New NAS Boxes,Technology
16658,Madonna Returns To Director's Chair For 'Ade: A Love Story',Entertainment
27210,The legacy of Cesar Chavez told in a new film,Entertainment
20795,Family feud: Surface Pro 3 vs. Surface 2 vs. Surface Pro 2,Technology
24506,"Destiny's Trailer Highlights Loot, Weapons and Armor",Technology
7452,"Thor will be a woman in upcoming comic book series, Marvel reveals",Entertainment
28394,"Trademark board strips Redskins protections, calls nickname 'disparaging'",Economy
62361,Inflation and interest rates go hand-in-hand,Economy
33558,Amazon Paying Unhappy Fulfillment Center Workers $5K to Quit Their Jobs,Economy
12171,Hip Hop Rumors: French Montana Already Playing Khloe?,Entertainment
6973,Lady-in-red Jenny McCarthy envisioned hosting The View for 20 years before  ...,Entertainment
40967,411 Box Office Report: Captain America: The Winter Soldier Reigns For a Third  ...,Entertainment
27341,Obama Hijacks Census To Whitewash ObamaCare's Failure,Economy
39841,Yahoo looking to take on Netflix and Amazon by commissioning own online TV  ...,Entertainment
22231,European shares lifted by prospect of more ECB stimulus,Economy
31814,Middle finger among 250 new emoji coming to your smartphone soon,Technology
56186,A case of Heartbleed,Technology
5152,Law Firms Eye Business Boon If Aereo Wins in High Court,Entertainment
18450,"Orphan Black: Dylan Bruce talks about Hot Paul, becoming Rachel's piece of  ...",Entertainment
44240,Sony Is Planning To Launch Playstation 4 In China,Technology
50925,"Hong Kong shares fall on Fed rate-rise signal, China stocks edge up",Economy
4281,Intergovernmental Panel on Climate Change Report,Technology
46636,Storyful teams up with Facebook to create real-time newsfeed 'FB Newswire',Technology
22998,Target's CEO loses his job,Economy
9698,Weekend road closures begin on Kennedy Expressway at Ohio and Ontario streets,Economy
50362,People across the planet celebrate 'Earth Hour' by switching off the lights,Technology
3515,Frances Bean Cobain Calms Twitter Rant: 'I Have No Animosity Towards Lana',Entertainment
16675,'Hammered' Charlie Sheen meets fans at Taco Bell,Entertainment
54909,Samsung's Galaxy S5 to be launched in 125 markets across the world today,Technology
45847,AOL investigates email security breach,Technology
48410,Know What Your Next Apple iPhone Would Look Like,Technology
9512,Gary Oldman defends Alec Baldwin and Mel Gibson in Playboy interview,Entertainment
6386,Cadillac ELR,Technology
51415,New fracking partnership takes first application,Economy
20935,UPDATE 2-Valeant injects cash into bid for Botox maker,Economy
27520,"Paul Mazursky, RIP",Entertainment
51900,Tyler the Creator Arrested After Inciting A Riot At SXSW Concert,Entertainment
59069,"Nordstrom, JC Penney Shares Soar While Wal-Mart Slumps After Thursday  ...",Economy
46228,Neil Patrick Harris Leaving 'Hedwig' on Broadway,Entertainment
54636,'Jem and the Holograms' Gets a Cast AND a Poster,Entertainment
50324,Japan Has Y908.963 Billion Yen Trade Deficit,Economy
52996,JetBlue Airways Corp. Receives Average Rating of “Hold” from Analysts  ...,Economy
51956,'Midnight Rider' director Randall Miller charged over on-set death,Entertainment
846,'X-Men: Days of Future Past' Star Hugh Jackman Forgot to Warn His Kids about  ...,Entertainment
34316,"CORRECTED-GLOBAL MARKETS-Euro shares, peripheral bonds feel election  ...",Economy
8612,"Google partners Micromax,others for sub-$100 smartphone by Oct",Technology
56612,Friends And Family Gather For Peaches Geldof's Funeral,Entertainment
5604,"EasyJet beats forecasts, eyes organic growth",Economy
56902,"'Tammy' Is Bland and Forgettable, and Melissa McCarthy's Got No One to Blame  ...",Entertainment
55556,Tesla Motors (TSLA) Will Be Allowed to Open Two New Stores in NJ By Year  ...,Technology
43100,CPA Offers Reminders on Tax Day,Economy
15353,Spanish police arrest 8 suspected jihad recruiters,Economy
52208,UK police requested data on 3000 Google accounts in six months,Technology
61282,Apple Gives MacBook Air a Speed Bump and $100 Price Cut,Technology
21040,Former dictator Manuel Noriega sues Call of Duty creator,Technology
30198,Deutsche Bank Said to Sell About $4 Billion of Capital Notes,Economy
53281,Game Of Thrones: What To Expect In The Aftermath Of The Purple Wedding,Entertainment
22280,Verizon XLTE goes live as AWS spectrum put to use,Technology
24633,James Franco's Movie Adaptation of 'Child of God' Under Fire for Not  ...,Entertainment
16289,Google statistics show Silicon Valley has a diversity problem,Technology
63595,Transcendence Movie Review,Entertainment
28659,Euro falls for 3rd week on ECB stimulus hopes,Economy
10489,Pharrell to Replace Cee Lo Green on 'The Voice',Entertainment
28034,Avril Lavigne's 'racist' Hello Kitty video pulled offline,Entertainment
6585,Report: Yahoo Wants to Make Cable-Style TV Shows,Entertainment
22167,See Megan Fox in the First Teenage Mutant Ninja Turtles Trailer (VIDEO),Entertainment
33906,Catharsis consumerism at the 9/11 memorial museum The social satire writes  ...,Entertainment
47300,Melissa McCarthy sells herself short as an unapologetic buffoon in Tammy,Entertainment
54664,"Dow Jones, S&P 500 Reach New Peaks",Economy
22200,Samsung Galaxy Note 4 Featuring a 3-Sided Youm Flexible Display?,Technology
9596,Delays on Eurotunnel after breakdown,Economy
13297,"Adorable girl, 5, sobs over baby brother growing up",Entertainment
53284,"Fandango, Credit Karma agree to settle FTC complaints",Technology
9105,Exploring The Link Between Unemployment And Crime,Economy
4711,Another milestone: S&P 500 closes above 2000 in sign economy is gaining  ...,Economy
23932,Chromebook Pixel owners receive $150 Visa giftcard after complimentary  ...,Technology
50706,New York Mayor Set to Sing 'I Love LA' After Kings Win Stanley Cup,Entertainment
47167,Mark Zuckerberg: Iran judge issues summons for Facebook founder,Technology
28423,Maya Rudolph's Variety Bid,Entertainment
56837,Demi Lovato and Selena Gomez: Is the Friendship Over?,Entertainment
35446,Exxon Mobil quarterly profit jumps 28 percent,Economy
23484,UK plans new one-pound coin,Economy
11668,"Pizza Underground booed off stage, pelted with beer at UK gig",Entertainment
25003,Nadine Gordimer,Entertainment
10160,Crude oil falls below $103 a barrel on expectation of increase in US supply,Economy
56951,“Human error” cited in Asiana crash,Economy
14512,'Full House' revival: Show may be returning with a new twist,Entertainment
32809,BET Awards 2014: Robin Thicke Continues Apologizing to Paula Patton With  ...,Entertainment
5008,"Tribeca: Robert De Niro, Jane Rosenthal Talk MSG Deal, Hopes For This Year  ...",Entertainment
50016,Microsoft Surface Pro 3: Why To Buy,Technology
6520,Emirates cancels order for Airbus 70 A350 planes,Economy
5923,Record Store Day celebrates vinyl,Entertainment
59831,MOVIE REVIEW: McCarthy and company are overserved in 'Tammy',Entertainment
33030,Activision places ${esc.dollar}500 mln bet on its next blockbuster franchise,Technology
4886,Beyonce another of Jay Z's tour partners,Entertainment
11930,Jay Z attacked by sister-in-law Solange Knowles (with video),Entertainment
28339,"Hell No, We Won't Go: No Fake Net Neutrality for Racial Justice Advocates",Technology
58538,Review: 'Dom Hemingway' makes a wreck of Jude Law and any enjoyment,Entertainment
60205,"LG Nexus 5 vs Xperia Z1 Compact from Sony – Specs, Performance and Price  ...",Technology
45984,Northern Trust Corporation: Northern Trust named a 2014 World's Most Ethical  ...,Economy
52203,"2014 MTV Video Music Awards: Beyoncé Stuns, Nicki Minaj Twerks, Taylor Swift  ...",Entertainment
38931,Here's more evidence that Google+ is on the chopping block,Technology
55484,Putin ally expects flurry of China deals in new role,Economy
18794,WATCH: First Trailer for 'The Hobbit: Battle of the Five Armies',Entertainment
59242,The Voice: Which Coach Has the Most Number 1 Singles?,Entertainment
43570,"DE Retail Sales, EU CPI, UK Consumer Credit",Economy
42288,Opinion: Kim Kardashian and Kanye West deserve their Vogue cover,Entertainment
39477,"Twitter Replaces 'Retweet' With 'Share' Button, People Share Their Opinions",Technology
35942,Facebook Will Soon Launch Satellites To Make Sure Everyone On Earth Has  ...,Technology
9962,"“Rocky” In Broadway Knockout, Latest Show of this Season to Close",Entertainment
33500,Carl Icahn Loses $420 Million In A Day After Reports Of Insider-Trading  ...,Economy
3260,"James Gunn teases a ""basic plan"" for a Guardians/Avengers team-up",Entertainment
36399,Wal-Mart suing Visa for $5 billion,Economy
43649,Recall on Nest Labs Smoke and CO Detectors,Technology
25910,Alternate choices for 2014 Emmy Award nominations,Entertainment
41776,"Europe stocks struggle, Asia rises on China data - FOX 32 News Chicago",Economy
27742,The best site for Apple news and app reviews…,Technology
61035,Kerry seeks to revive India ties after rift,Economy
59812,"Airbus, Safran team up for joint venture in space launchers",Economy
621,Asian shares end morning sessions weaker on Fed taper moves,Economy
60465,A Mother Lover Market,Entertainment
18224,Eurovision 2014: Irish entry takes to the stage,Entertainment
47645,Bella Thorne on playing a tomboy in 'Blended' and more: 5 highlights,Entertainment
36418,Google Maps app update for Android,Technology
31580,Palcohol may not be the nation's first powdered alcohol after all,Entertainment
55897,The Hobbit: The Battle Of Five Armies Trailer: The Epic Conclusion To The  ...,Entertainment
18953,GM recall covers 474000 vehicles worldwide,Technology
12991,BofA agrees to pay $9.5bn to settle FHFA's RMBS cases,Economy
4718,"Boom or bust? Brand new, buzz-worthy meteor shower tonight (FAQs)",Technology
50162,Zayn Malik and Louis Tomlinson weed video: reactions from fans and celebs on  ...,Entertainment
28862,"Movie Review: ""Tammy""",Entertainment
30695,Wesfarmers sells insurance broking arm to US-based Arthur J. Gallagher for $1b,Economy
16267,Lockheed Martin wins 'space fence' deal,Economy
64915,Apple Takes Down Weed Firm from App Store,Technology
16190,BlackBerry CEO happy with progress despite loss,Economy
1668,Robert Downey Jr. and wife expecting second child together,Entertainment
51693,Gunman in California rampage 'was able to fly under the radar',Entertainment
42754,Brothers defending their faith,Entertainment
63495,Kim Kardashian Wants to Be a Singer Again,Entertainment
52247,Mustang state of mind: 2015 Ford Mustang headed to the top of the Empire State  ...,Technology
16301,LeBron James has been cast in Judd Apatow's Trainwreck,Entertainment
2425,Windows Phone 8.1primary updates scheduled to release soon,Technology
52515,OWN Airs Two-Hour Finale of Docu Series LINDSAY Tonight,Entertainment
7649,The Cost Benefit Analysis of Climate Change Legislation: Future Generations  ...,Technology
42344,Kim Kardashian Teases Us With Possible Wedding Dress Designer,Entertainment
35854,5 ex-employees convicted of aiding Madoff's Ponzi fraud,Economy
46859,Thoughts of the holidays often include the weather,Entertainment
2868,Stocks drift in holiday-shortened week,Economy
10147,WATCH: Sadie Doesn't Want Her Brother to Grow Up,Entertainment
34066,"David Muir to replace Diane Sawyer on ""World News""",Entertainment
64648,Students take part in the social media frenzy that has raised millions of dollars for  ...,Entertainment
55066,Just how 'influential' is Beyonce? She has her own church and religion now,Entertainment
39476,"Apple Updates Most Affordable 9.7-inch iPad with Retina display, Improved  ...",Technology
33614,Unions push legislatures for labor history courses,Economy
52720,Samsung announces the Galaxy K Zoom for mobile shutterbugs,Technology
4356,"Michaels security breach compromises credit, debit cards",Economy
22033,Barbara Walters: The Art of the Interview,Entertainment
