No,News Title,Category,News Title Indonesia
36564,L'Wren Scott Death: Rolling Stones to Lose $10m After Australia Tour Cancellation,Entertainment,L'Wren Scott Death: Rolling Stones Kehilangan $10 juta Setelah Pembatalan Tur Australia
23664,"In Athens, Merkel Seals The Deal",Economy,"Di Athena, Merkel Menyelesaikan Kesepakatan"
41132,Dawn Of The Planet Of The Apes: How They Did The CGI,Entertainment,Dawn Of The Planet Of The Apes: Bagaimana Mereka Melakukan CGI
39258,Beyonce Posts Loving Message To Kim Kardashian & Kanye West On Wedding  ...,Entertainment,Beyonce Kirim Pesan Penuh Kasih Kepada Kim Kardashian & Kanye West di Pernikahan ...
55361,Activision Looks to Break Records with 'Destiny',Technology,Activision Tampaknya Pecahkan Rekor dengan 'Destiny'
5369,Turkey's PM Erdogan threatens to wipe out Twitter,Economy,PM Turki Erdogan mengancam akan menghapus Twitter
37538,Diane Sawyer steps down as 'World News' anchor,Entertainment,Diane Sawyer mengundurkan diri sebagai pembawa berita 'Berita Dunia'
62595,Taxi Drivers Protest Ridesharing Services In D.C.,Economy,Sopir Taksi Memprotes Layanan Ridesharing Di D.C.
10574,Google's cardboard virtual-reality goggles,Technology,Kacamata realitas virtual karton Google
35711,Google Says XE16 Software Update is On the Way,Technology,Google Mengatakan Pembaruan Perangkat Lunak XE16 Sedang Dalam Proses
12528,"The Walking Dead Season 4 Finale Sets Ratings Record, DEVOURS Competition",Entertainment,"Final The Walking Dead Musim 4 Pecahkan Rekor Rating, Kompetisi DEVOURS"
1963,Kim Kardashian feels she will get pregnant soon,Entertainment,Kim Kardashian merasa dia akan segera hamil
25264,"Malaysia rejects jet ""debris"" images, 4-hour flight report",Economy,"Malaysia menolak gambar ""puing-puing"" jet, laporan penerbangan 4 jam"
3001,Ryan Gosling 'Hated' Rachel McAdams On The Notebook Set - WTF?!,Entertainment,Ryan Gosling 'Membenci' Rachel McAdams Di Set Notebook - WTF?!
50579,Paul McCartney 'great to be back' after virus sidelined tour,Entertainment,Paul McCartney 'senang bisa kembali' setelah tur yang absen karena virus
34845,'Saturday Night Live's' Leslie Jones Weekend Update bit stirs controversy: Is it  ...,Entertainment,Pembaruan Akhir Pekan Leslie Jones 'Saturday Night Live' menimbulkan kontroversi: Apakah ...
52057,911 texting available in Clark County,Technology,SMS 911 tersedia di Clark County
60113,Nintendo will report its yearly earnings this week -- expect weak Wii U sales,Technology,Nintendo akan melaporkan pendapatan tahunannya minggu ini -- memperkirakan penjualan Wii U yang lemah
58340,Jacko comes alive for Gaga video,Entertainment,Jacko menjadi hidup untuk video Gaga
37725,Market Commentary: Positive job numbers still do not meet expectations,Economy,Komentar Pasar: Jumlah pekerjaan yang positif masih belum memenuhi harapan
63749,Change text size for the story,Economy,Ubah ukuran teks untuk cerita
61517,Floyd Mayweather: I Don't Want to Hook Up With T.I.'s Wife!,Entertainment,Floyd Mayweather: Saya Tidak Ingin Berhubungan Dengan Istri T.I.
37610,Bloom wants UK upbringing for son,Entertainment,Bloom menginginkan pendidikan di Inggris untuk putranya
38339,Christians mark the start of Holy Week,Entertainment,Umat ​​​​Kristen menandai dimulainya Pekan Suci
33519,Google eyeing up to $34 billion in foreign buyouts,Economy,Google mengincar pembelian asing hingga $34 miliar
37814,YouTube encourages viewers to leave a tip for impoverished video uploaders,Technology,YouTube mendorong pemirsa untuk memberikan tip kepada pengunggah video yang miskin
40013,"Gold ticks lower overnight, maintains significant monthly gain",Economy,"Emas melemah semalam, mempertahankan kenaikan bulanan yang signifikan"
13800,NASA Presses Ahead Monday Launch Despite Dead Computer at Space Station,Technology,NASA Terus Maju Peluncuran Senin Meskipun Komputer Mati di Stasiun Luar Angkasa
4210,White House spy agencies deny exploitation of Heartbleed bug by NSA,Technology,Agen mata-mata Gedung Putih menyangkal eksploitasi bug Heartbleed oleh NSA
45725,"Batteries in Summer Brand Baby Video Monitors Recalled, Can Overheat",Technology,"Baterai di Monitor Video Bayi Merek Musim Panas Diingat, Bisa Terlalu Panas"
43768,"US stocks: Dow, S&P end up on Yellen; tech sinks Nasdaq",Economy,"Saham AS: Dow, S&P berakhir pada Yellen; teknologi menenggelamkan Nasdaq"
42153,BlackBerry to get Android-based apps from Amazon,Economy,BlackBerry akan mendapatkan aplikasi berbasis Android dari Amazon
20885,"Premier Inc. : Premier, Inc. named a World's Most Ethical Company® for seventh  ...",Economy,"Premier Inc. : Premier, Inc. dinobatkan sebagai Perusahaan Paling Etis di Dunia® untuk peringkat ketujuh ..."
14069,Toyota to pay $1.2 billion fine for misleading consumers on sudden acceleration,Technology,"Toyota akan membayar denda $1,2 miliar karena menyesatkan konsumen atas akselerasi mendadak"
45626,Miley Cyrus wears Marijuana onesie as she play fights with Avril Lavigne on  ...,Entertainment,Miley Cyrus mengenakan pakaian Marijuana saat dia berkelahi dengan Avril Lavigne di ...
33240,Jennifer Love Hewitt on Baby & New Husband: I Just Feel Really Lucky!,Entertainment,Jennifer Love Hewitt tentang Bayi & Suami Baru: Saya Merasa Sangat Beruntung!
15821,Brand new meteor shower making debut tonight,Technology,Hujan meteor baru mulai muncul malam ini
15952,The Following Spoilers: Video Highlights From 2014 San Diego Comic-Con Panel,Entertainment,Spoiler Berikut: Sorotan Video Dari Panel Comic-Con San Diego 2014
10112,"Vatican says it's willing, wants to help Venezuela",Economy,Vatikan menyatakan bersedia dan ingin membantu Venezuela
9232,New 'Kill Switch' To Become Standard In Cell Phones,Technology,'Kill Switch' Baru Menjadi Standar di Ponsel
59867,Investors Could Sleep Well With La Quinta In Their Portfolios,Economy,Investor Bisa Tidur Nyenyak Dengan La Quinta Dalam Portofolionya
23485,Chipotle to Raise Prices for the First Time in Years,Economy,Chipotle Akan Menaikkan Harga untuk Pertama Kalinya dalam Beberapa Tahun
48988,X-Men director calls sex abuse claims 'shakedown',Entertainment,Sutradara X-Men menyebut klaim pelecehan seksual sebagai 'penggeledahan'
51313,Brad Pitt throws a beer to Matthew McConaughey from one balcony to another in  ...,Entertainment,Brad Pitt melemparkan bir ke Matthew McConaughey dari satu balkon ke balkon lain di ...
55197,Zucker punched: Google gobbles Facebook-wooed Titan Aerospace,Technology,Zucker menekan: Google melahap Titan Aerospace yang dirayu Facebook
46474,Oil rises to near $107 a barrel on Iraq violence,Economy,Minyak naik mendekati $107 per barel karena kekerasan di Irak
52692,Kim Kardashian avoids photographers by legging it to the gym,Entertainment,Kim Kardashian menghindari fotografer dengan pergi ke gym
3848,Kim Jong Un Officially Condemns James Franco And Seth Rogen For 'The  ...,Entertainment,Kim Jong Un Secara Resmi Kecam James Franco dan Seth Rogen Karena 'The ...
7428,Ignyta to be Added to Russell Microcap Index,Economy,Ignyta Akan Ditambahkan ke Indeks Russell Microcap
54047,Google Glass Rapidly Gaining Traction With Physicians,Technology,Google Glass Dengan Cepat Mendapatkan Daya Tarik Di Kalangan Dokter
33464,AstraZeneca hits back at Pfizer with growth plans,Economy,AstraZeneca membalas Pfizer dengan rencana pertumbuhan
15745,"Engineer Boldly Tries To Extort Jay Z, Just Blaze Responds",Entertainment,"Insinyur Dengan Berani Mencoba Memeras Jay Z, Hanya Blaze yang Menanggapi"
52205,Johnny Manziel caught at Justin Bieber's house with Floyd Mayweather,Entertainment,Johnny Manziel tertangkap di rumah Justin Bieber bersama Floyd Mayweather
63241,What the heck is 'conscious uncoupling?',Entertainment,Apa sih yang dimaksud dengan 'pelepasan secara sadar?'
47216,"Xbox One launching in Japan, 25 other markets in September",Technology,"Xbox One diluncurkan di Jepang, 25 pasar lainnya pada bulan September"
42279,Things We Learned from Lindsay Lohan's OWN Docu-series Debut,Entertainment,Hal-Hal yang Kami Pelajari dari Debut Seri Doku SENDIRI Lindsay Lohan
28602,Microsoft Tackles MDM With Enterprise Mobility Suite,Technology,Microsoft Menangani MDM Dengan Enterprise Mobility Suite
16417,Boeing and Chiquita are big market movers,Economy,Boeing dan Chiquita adalah penggerak pasar yang besar
48824,I was paid mo money to star in 'Begin Again': Adam levine,Entertainment,Saya dibayar banyak uang untuk membintangi 'Begin Again': Adam levine
47716,George Clooney Slams 'Daily Mail' & 'New York Daily News' Over Report  ...,Entertainment,George Clooney Kecam 'Daily Mail' & 'New York Daily News' Atas Laporan ...
30141,Elisabeth Hasselbeck Trashes Rosie O'Donnell's Impending 'View' Return: 'Talk  ...,Entertainment,Elisabeth Hasselbeck Membuang Kembalinya 'Tampilan' Rosie O'Donnell yang Akan Datang: 'Bicara ...
49105,"China, Ukraine Jitters Boost Safe Havens",Economy,Kegelisahan Tiongkok dan Ukraina Meningkatkan Safe Haven
46428,Samsung officially announces Galaxy S5 Mini,Technology,Samsung secara resmi mengumumkan Galaxy S5 Mini
19120,US urged to export more LNG in response to Russia-Ukraine crisis,Economy,AS didesak untuk mengekspor lebih banyak LNG sebagai respons terhadap krisis Rusia-Ukraina
65432,Winner's Circle: 2014 BET Awards,Entertainment,Lingkaran Pemenang: Penghargaan BET 2014
38070,'X-Men' director Bryan Singer not in Hawaii when alleged rape of teen boy  ...,Entertainment,Sutradara 'X-Men' Bryan Singer tidak berada di Hawaii ketika dugaan pemerkosaan terhadap remaja laki-laki ...
5740,Exactly What to Pack: Your Coachella Festival Fashion & Beauty Guide,Entertainment,Apa yang Harus Dikemas: Panduan Mode & Kecantikan Festival Coachella Anda
27136,Samsung Unveils The Galaxy Tab S,Technology,Samsung Meluncurkan Galaxy Tab S
5295,Jodie Foster Married Alexandra Hedison Over the Weekend,Entertainment,Jodie Foster Menikah dengan Alexandra Hedison Selama Akhir Pekan
3808,'Malaysia Airlines flight MH370 may have turned south earlier than believed',Technology,'Penerbangan Malaysia Airlines MH370 mungkin berbelok ke selatan lebih awal dari yang diyakini'
21821,What the devil: Katy Perry being sued for witchcraft over Dark Horse melody,Entertainment,Sungguh jahat: Katy Perry digugat karena sihir atas melodi Dark Horse
9155,Report: Manuel Noriega sues Activision over Call of Duty,Technology,Laporan: Manuel Noriega menggugat Activision atas Call of Duty
3749,"Software brings Macs, iPhones closer",Technology,Perangkat lunak mendekatkan Mac dan iPhone
41932,Lindsay Lohans reality show Whats the verdict - FOX5 Vegas - KVVU,Entertainment,Acara realitas Lindsay Lohan Apa keputusannya - FOX5 Vegas - KVVU
26425,Scientists discover planet that is more like Earth than any other planet (but still  ...,Technology,Para ilmuwan menemukan planet yang lebih mirip Bumi dibandingkan planet lain (tapi tetap saja ...
39311,Rand under pressure,Economy,Rand di bawah tekanan
43701,"It's spring, so how high will gas prices go this year?",Technology,"Ini musim semi, jadi seberapa tinggi harga bahan bakar tahun ini?"
60317,Brand new meteor shower making debut Saturday,Technology,Hujan meteor baru mulai muncul pada hari Sabtu
51912,"Gasoline prices mixed, diesel fuel prices decrease",Economy,"Harga bensin beragam, harga solar turun"
26553,Google buys drone firm for internet by air,Technology,Google membeli perusahaan drone untuk internet melalui udara
49976,Why Samsung's Graphene breakthrough is so important for flexible devices,Technology,Mengapa terobosan Graphene Samsung sangat penting untuk perangkat fleksibel
34341,iPhone 6 holographic projector phone concept video hits web,Technology,Video konsep telepon proyektor holografik iPhone 6 hits web
21035,"Japan, N.Korea to hold new talks on abductions: Tokyo",Entertainment,"Jepang, Korea Utara akan mengadakan pembicaraan baru mengenai penculikan: Tokyo"
34338,Growth at Factories Held in June Near Fastest Pace of Year,Economy,Pertumbuhan Pabrik di Bulan Juni Mendekati Laju Tercepat Tahun Ini
17703,MTV VMAs 2014: Watch Beyonce tear up as she's joined on stage by Jay Z and  ...,Entertainment,MTV VMA 2014: Saksikan Beyonce menangis saat dia bergabung di atas panggung dengan Jay Z dan ...
53110,Special offerings are available Saturday as area vendors take part in Record  ...,Entertainment,Penawaran khusus tersedia pada hari Sabtu karena vendor area mengambil bagian dalam Record ...
15461,New Michael Jackson record coming next month.,Entertainment,Rekor Michael Jackson baru akan dirilis bulan depan.
42667,Facebook runs into uproar over experiment that tested emotional reactions,Technology,Facebook mengalami keributan atas eksperimen yang menguji reaksi emosional
57027,Barry Everard - Record Store Day 2014,Technology,Barry Everard - Hari Penyimpanan Rekaman 2014
64502,Apple Inc. (AAPL) iPhone 5C 8GB At $549 Price Become A Game Changer !,Technology,Apple Inc. (AAPL) iPhone 5C 8GB Dengan Harga $549 Menjadi Pengubah Permainan!
20786,New 'Illmatic' Doc Details Hip-Hop Classic's Humble Beginnings,Entertainment,Dokumen 'Illmatic' Baru Merinci Awal Sederhana Hip-Hop Klasik
43038,Job openings data auspicious,Economy,Data lowongan kerja menguntungkan
40867,Who Wins the Bachelorette 2014: Andi Picks Top 3 - RealitySteve Spoilers,Entertainment,Siapa Juara Bachelorette 2014: Andi Pilih 3 Teratas - RealitySteve Spoilers
44374,Northern lights go out for Earth Hour,Technology,Cahaya utara padam saat Earth Hour
34098,Bank Of America Slips To Loss On Litigation Charge,Economy,Bank Of America Tergelincir Karena Biaya Litigasi
32118,New 'Indiana Jones' Rumor Has Bradley Cooper Possibly Replacing Harrison Ford,Entertainment,"""Rumor Baru 'Indiana Jones' Membuat Bradley Cooper Mungkin Menggantikan Harrison Ford""."
51972,Jonah Hill offers emotional apology for using a homophobic slur,Entertainment,Jonah Hill menawarkan permintaan maaf emosional karena menggunakan cercaan homofobik
55490,Now You Can Actually Use the Google Maps App Without Service,Technology,Sekarang Anda Sebenarnya Dapat Menggunakan Aplikasi Google Maps Tanpa Layanan
9827,Mortgage Rates Today: Current Home Loans and Refinance Mortgage Rates at  ...,Economy,Suku Bunga Hipotek Hari Ini: Suku Bunga Pinjaman Rumah Saat Ini dan Pembiayaan Kembali di ...
15584,Elephants prove discerning listeners of us humans,Technology,Gajah terbukti menjadi pendengar yang cerdas bagi kita manusia
2851,Expect record gas prices over July 4 holiday,Economy,Harapkan rekor harga bahan bakar selama liburan 4 Juli
2920,"Bonnie Says: Justin Bieber, dump Selena Gomez",Entertainment,"Bonnie Berkata: Justin Bieber, buang Selena Gomez"
16639,Hands-on with Surface Pro 3: Microsoft's hybrid tablet isn't so crazy anymore,Technology,Praktis dengan Surface Pro 3: Tablet hybrid Microsoft tidak lagi gila
52799,People: MTV award wraps Wahlberg's career,Entertainment,Orang: Penghargaan MTV mengakhiri karier Wahlberg
42747,"Candy Crush Maker Diversifies, but Profits Take a Dip",Economy,"Candy Crush Maker Melakukan Diversifikasi, tetapi Keuntungan Menurun"
48506,T-Mobile's Major UnCarrier 5.0 Changes May Have Just Been Revealed,Technology,Perubahan Utama UnCarrier 5.0 T-Mobile Mungkin Baru Saja Terungkap
15928,"Military Budgets Fall in the West, Rise in China, Russia, Middle East",Economy,"Anggaran Militer Turun di Barat, Meningkat di Tiongkok, Rusia, Timur Tengah"
6992,Morrissey treated in hospital after collapse,Entertainment,Morrissey dirawat di rumah sakit setelah pingsan
24529,"IPCC says climate change is here, world needs to act",Technology,"IPCC mengatakan perubahan iklim sudah terjadi, dunia perlu bertindak"
21314,Department of Insurance Analysis Finds California Consumers Experienced  ...,Economy,Analisis Departemen Asuransi Menemukan Konsumen California Berpengalaman ...
63536,IBM bringing enterprise software to iOS,Technology,IBM menghadirkan perangkat lunak perusahaan ke iOS
19059,Mad Men: Craziest Episode Yet.,Entertainment,Orang Gila: Episode Paling Gila.
12976,Longing for Tax Freedom Day,Economy,Merindukan Hari Kebebasan Pajak
63641,Kanye West Wedding Planning -- Kim Kardashian Kept in the Dark About Her  ...,Entertainment,Perencanaan Pernikahan Kanye West - Kim Kardashian Tidak Tahu Tentang Dia ...
30272,"Ann B. Davis Dead: 'Brady Bunch' Co-Stars, Others Pay Tribute to the Late Actress",Entertainment,"Ann B. Davis Mati: Rekan Bintang 'Brady Bunch', Yang Lain Memberi Penghormatan kepada Mendiang Aktris""."
32028,MIT sets up Bitcoin student spend study,Technology,MIT menyiapkan studi pembelanjaan siswa Bitcoin
49384,New York 2014: Volkswagen Jetta facelift to be shown,Technology,New York 2014: Volkswagen Jetta facelift akan ditampilkan
15850,Closure of I-495 bridge in Delaware causes heavier traffic for motorists on I-95,Economy,Penutupan jembatan I-495 di Delaware menyebabkan lalu lintas lebih padat bagi pengendara di I-95
