No,News Title,Category,News Title Indonesia
26397,BoE governor Carney's pay and perks top £1m,Economy,Gaji dan tunjangan Gubernur BoE Carney melebihi £1 juta
30962,Beverly Hills City Council expected to condemn Brunei for implementation of  ...,Entertainment,Dewan Kota Beverly Hills diperkirakan akan mengutuk Brunei atas penerapan ...
41446,Posted by Imaduddin,Economy,Diposting oleh Imaduddin
25909,Robert Pattinson not playing Indiana Jones,Entertainment,Robert Pattinson tidak memerankan Indiana Jones
34695,Virtual wars: Oculus and Palmer Luckey sued for allegedly stealing VR tech,Technology,Perang virtual: Oculus dan Palmer Luckey menggugat karena diduga mencuri teknologi VR
35481,"News Buzz - Tyco International Ltd. (NYSE:TYC), Chipotle Mexican Grill, Inc  ...",Economy,"Berita Buzz - Tyco International Ltd. (NYSE:TYC), Chipotle Mexican Grill, Inc ..."
15738,Cosmos: A Spacetime Odyssey,Technology,Kosmos: Pengembaraan Ruangwaktu
61895,Shop around for new law,Entertainment,Cari-cari undang-undang baru
29186,T-Mobile Kills Overage Charge Fees,Technology,T-Mobile Membunuh Biaya Kelebihan Penggunaan
39139,OKCupid admits to 'experimenting' with deliberately bad dating matches,Technology,OKCupid mengaku 'bereksperimen' dengan kencan yang buruk secara sengaja
51530,Google's opening up Glass to everyone for one day only (good luck getting one),Technology,Google membuka Glass untuk semua orang hanya untuk satu hari (semoga beruntung mendapatkannya)
23028,"Nokia Returns US$3.1bil To Shareholders, Suri Becomes CEO",Technology,"Nokia Kembalikan US$3,1 Miliar Kepada Pemegang Saham, Suri Menjadi CEO"
35115,"No lie: Pinocchio rex, strange, long-snouted cousin of T. rex, was one big boy",Technology,"Tidak bohong: Pinocchio rex, sepupu T. rex yang aneh dan bermoncong panjang, adalah seorang anak laki-laki yang besar"
29719,My Big Fat Greek Wedding is getting a sequel,Entertainment,Pernikahan Yunani Gemuk Besar Saya mendapatkan sekuel
84,Canadian police arrests 19 year-old over 'Heartbleed' security breach,Technology,Polisi Kanada menangkap remaja berusia 19 tahun karena pelanggaran keamanan 'Heartbleed'
803,Khloe Kardashian Spends 30th Birthday Cuddling Up To French Montana On A  ...,Entertainment,Khloe Kardashian Menghabiskan Ulang Tahun ke-30nya Dengan Berpelukan di French Montana ...
26616,"Movie Cos. Hit Megaupload, Founder With Infringement Suit",Entertainment,"Movie Cos. Hit Megaupload, Pendiri Dengan Tuntutan Pelanggaran"
41234,Support for Windows XP Ending,Technology,Dukungan untuk Pengakhiran Windows XP
57238,The Rare Honey Moon: Friday the 13th Cocktails,Technology,Bulan Madu Langka: Koktail Jumat ke-13
51402,Samsung Galaxy Tab S leak suggests a 2560 x 1600 AMOLED display,Technology,Bocoran Samsung Galaxy Tab S menunjukkan layar AMOLED 2560 x 1600
53131,Judge Joe Brown's arrest prompts jokes,Entertainment,Penangkapan Hakim Joe Brown memicu lelucon
4417,Barcelona El Prat Airport Near Miss Incident [VIDEO]: Terrifying Planes Near  ...,Economy,Bandara Barcelona El Prat Dekat Insiden Nona [VIDEO]: Pesawat Mengerikan Dekat ...
16457,Twitter's mute feature gets official,Technology,Fitur bisu Twitter resmi
57414,Brad Pitt attached to The Operators,Entertainment,Brad Pitt terikat dengan The Operators
54145,General Motors to replace heads of communications and human resources in  ...,Economy,General Motors akan menggantikan kepala komunikasi dan sumber daya manusia di ...
62448,Verizon Samsung Galaxy S5 Users Get A Special Treat,Technology,Pengguna Verizon Samsung Galaxy S5 Mendapatkan Perlakuan Istimewa
2820,"Explosive Stocks - Bank of America, (NYSE:BAC),Alcoa, (NYSE:AA),Facebook  ...",Economy,"Saham Peledak - Bank of America, (NYSE:BAC),Alcoa, (NYSE:AA),Facebook ..."
44936,"Apple Quietly Pulls iPad 2, Puts iPad 4 on Sale Again",Technology,"Apple Diam-diam Tarik iPad 2, Jual iPad 4 Lagi"
47131,Hear Me Out: Juliette Binoche Gives The Most Important Performance In Godzilla,Entertainment,Dengarkan Saya: Juliette Binoche Memberikan Performa Paling Penting di Godzilla
55737,"Zac Efron attacked during crazy Skid Row brawl: car breaks down, 'intoxicated  ...",Entertainment,"Zac Efron diserang selama perkelahian gila Skid Row: mobil mogok, 'mabuk ..."
36226,Pritzker Juror Alejandro Aravena on Shigeru Ban: Virtuousity in Service of Our  ...,Entertainment,Juri Pritzker Alejandro Aravena tentang Shigeru Ban: Kebajikan dalam Melayani ...
34419,EBay advises users to change passwords after cyberattack,Technology,EBay menyarankan pengguna untuk mengubah kata sandi setelah serangan siber
59704,"L'Wren Scott's family, Mick Jagger arguing over funeral location",Entertainment,"Keluarga L'Wren Scott, Mick Jagger berdebat soal lokasi pemakaman"
4564,"Editorial: The fires are growing, so get ready, Utahns",Technology,"Editorial: Kebakaran semakin besar, jadi bersiaplah, warga Utah"
22544,"Climate change poses growing health threat, UN reports",Technology,"Perubahan iklim menimbulkan ancaman kesehatan yang semakin besar, lapor PBB"
14695,Argentina's Rational Default,Economy,Kegagalan Rasional Argentina
34217,Japan Business Sentiment Set to Weaken Sharply,Economy,Sentimen Bisnis Jepang Akan Melemah Tajam
31193,"Spielberg's next movies set: spy thriller, 'BFG'",Entertainment,"Lokasi syuting film Spielberg berikutnya: film thriller mata-mata, 'BFG'"
3536,Fatal Shooting and Stabbing at 2014 BET Awards Parties,Entertainment,Penembakan dan Penikaman Fatal di Pesta Penghargaan BET 2014
61560,"Mortgage Rate Summary for Wells Fargo Jun 29, 2014",Economy,Ringkasan Suku Bunga Hipotek untuk Wells Fargo 29 Juni 2014
19669,"No, Andi Dorfman Was Not Slut-Shamed On Last Night's Shocking ""Bachelorette  ...",Entertainment,"Tidak, Andi Dorfman Tidak Malu Pada ""Lajang"" yang Mengejutkan Tadi Malam ..."
9758,More crashes linked to faulty ignitions in GM vehicles,Technology,Lebih banyak kecelakaan terkait dengan kesalahan pengapian pada kendaraan GM
55161,UK Stocks Climb as FTSE 100 Index Posts Weekly Advance,Economy,Saham Inggris Naik karena Indeks FTSE 100 Catat Kenaikan Mingguan
34237,"Snapchat Adds Substantial Funding, Developing Snapchat Discovery",Economy,"Snapchat Menambahkan Pendanaan Besar, Mengembangkan Penemuan Snapchat"
42494,"Apple and Samsung head back to court, but outcome could be different",Technology,"Apple dan Samsung kembali ke pengadilan, namun hasilnya mungkin berbeda"
27271,"GM owners face weeks, months for repairs",Technology,"Pemilik GM menghadapi waktu berminggu-minggu, berbulan-bulan untuk perbaikan"
27866,Poll: Uninsured Rate Drops To 15.6 Percent,Economy,"Jajak Pendapat: Tingkat Tidak Diasuransikan Turun Menjadi 15,6 Persen"
23115,Destination Maternity: Mothercare nixes proposals,Economy,Tujuan Bersalin: Proposal Mothercare nixes
27156,GM recalls 8.4M more vehicles for ignition switch issues,Technology,"GM menarik kembali 8,4 juta kendaraan lagi karena masalah saklar pengapian"
45062,"Broadcast TV on the Internet: Justices show skepticism, concern about possible  ...",Entertainment,"Siaran TV di Internet: Hakim menunjukkan skeptisisme, kekhawatiran tentang kemungkinan ..."
56802,"Batman v. Superman: Dawn Of Justice Officially Titled, New Logo Revealed",Entertainment,"Batman v.Superman: Dawn Of Justice Resmi Berjudul, Logo Baru Terungkap"
49734,"Apple, IBM Team Up To Transform Enterprise Mobility",Technology,Apple dan IBM Bekerja Sama Untuk Mentransformasi Mobilitas Perusahaan
19247,"US stocks: Wall Street ends higher on M&A, Citi earnings",Economy,Saham AS: Wall Street berakhir lebih tinggi karena M&A dan pendapatan Citi
1734,Watch: Jimmy Fallon vs. Emma Stone in lip-sync battle,Entertainment,Tonton: Jimmy Fallon vs. Emma Stone dalam pertarungan sinkronisasi bibir
60115,Tesla Motors Inc PT Cut By Wedbush,Economy,PT Tesla Motors Inc Dipotong Oleh Wedbush
61292,Bitcoin exchange files for bankruptcy in US court,Technology,File pertukaran Bitcoin untuk kebangkrutan di pengadilan AS
39583,Google to produce self-driving cars,Technology,Google akan produksi mobil self-driving
6829,Credit Suisse to pay $1.6bn for US DoJ tax evasion probe settlement,Economy,"Credit Suisse akan membayar $1,6 miliar untuk penyelesaian penyelidikan penghindaran pajak DoJ AS"
56913,Schwarzenegger To Play Ageing Terminator,Entertainment,Schwarzenegger Akan Memainkan Aging Terminator
22883,Matt Lauer sticking with 'Today' show,Entertainment,Matt Lauer bertahan dengan acara 'Hari Ini'
24228,"Tesla Motors, Inc. Adds Greater Protection to Vehicles to Prevent Possible Fire  ...",Technology,"Tesla Motors, Inc. Menambahkan Perlindungan Lebih Besar pada Kendaraan untuk Mencegah Kemungkinan Kebakaran ..."
26494,Pretty as a poster! Khloe Kardashian has an Athena moment as her skirt blows  ...,Entertainment,Cantik seperti poster! Khloe Kardashian memiliki momen Athena saat roknya meledak ...
35434,"United Insurance Holdings Corp. to Join Russell 3000®, Russell 2000®, and  ...",Economy,"United Insurance Holdings Corp. Akan Bergabung dengan Russell 3000®, Russell 2000®, dan ..."
36986,Two Weeks Remain for Healthcare Enrollment in Fla.,Economy,Dua Minggu Tersisa untuk Pendaftaran Layanan Kesehatan di Fla.
23157,"Avril Lavigne, Asian Women Are Not Your Props",Entertainment,"Avril Lavigne, Wanita Asia Bukan Alat Peraga Anda"
24967,Neil Patrick Harris nearly nude on Rolling Stone cover 0,Entertainment,Neil Patrick Harris hampir telanjang di sampul Rolling Stone 0
6851,GM executives for communications and HR step down amid recall crisis,Economy,Eksekutif GM untuk komunikasi dan SDM mengundurkan diri di tengah krisis penarikan kembali
58599,"Britain's manufacturing PMI slips in July, but with solid ground",Economy,"PMI manufaktur Inggris turun pada bulan Juli, namun tetap kuat"
42564,Tencent is setting its hopes on mobile commerce,Economy,Tencent menaruh harapannya pada perdagangan seluler
42075,Carefree Jay Z and Beyonce Attend NBA Game Hours After Video of Solange's  ...,Entertainment,Jay Z dan Beyonce yang Riang Menghadiri Pertandingan NBA Beberapa Jam Setelah Video Solange ...
33489,See anyone you know in the first 'Gone Girl' trailer?,Entertainment,Lihat orang yang Anda kenal di trailer pertama 'Gone Girl'?
1826,"Iranian Police Arrest Online Music Video Dancers for Getting ""Happy""",Entertainment,"Polisi Iran Tangkap Penari Video Musik Online karena Merasa ""Bahagia"""
9866,"Telling It Like It Is: Dolly Parton, Tracy Emin and the fall of Rolf Harris",Entertainment,"Menceritakannya Seperti Apa Adanya: Dolly Parton, Tracy Emin dan jatuhnya Rolf Harris"
23891,Mopar Accessories for 2014 Jeep Cherokee,Technology,Aksesoris Mopar untuk Jeep Cherokee 2014
1473,Mila Kunis rocks baggy blue dress / Channing Tatum at CinemaCon. Says they  ...,Entertainment,Mila Kunis mengenakan gaun biru longgar / Channing Tatum di CinemaCon. Katanya mereka...
16125,Microsoft expected to announce job cuts this week: Bloomberg 0,Technology,Microsoft diperkirakan akan mengumumkan PHK minggu ini: Bloomberg 0
1780,Facebook outage shuts out millions of users worldwide,Technology,Pemadaman Facebook menutup jutaan pengguna di seluruh dunia
60008,Gold advances to three-week high as Iraq violence boosts demand,Economy,Emas naik ke level tertinggi dalam tiga minggu karena kekerasan di Irak meningkatkan permintaan
62943,"Hello Kitty is not a cat, plus more reveals before her LA tour",Entertainment,"Hello Kitty bukan kucing, ditambah lagi pengungkapannya sebelum tur LA-nya"
39456,"As House preps for Comcast-Time Warner Cable hearing, Consumers Union  ...",Economy,"Saat DPR bersiap untuk sidang Comcast-Time Warner Cable, Serikat Konsumen ..."
52383,"Events, providers in Missoula to help buyers navigate ACA enrollment process",Economy,"Acara, penyedia di Missoula untuk membantu pembeli menavigasi proses pendaftaran ACA"
1176,BlackBerry Ltd (BBRY) Prepares To Fix Heartbleed Bug,Technology,BlackBerry Ltd (BBRY) Bersiap Untuk Memperbaiki Bug Heartbleed
61534,Fox News Quite Likes The BioShock Infinite Logo Apparently,Technology,Fox News Ternyata Cukup Suka dengan Logo BioShock Infinite
42354,Beverly Hills Hotel Boycott Is Misdirected: Cowdray,Entertainment,Boikot Hotel Beverly Hills Disalahgunakan: Cowdray
8569,McCartney cancels S. Korea show for health reasons,Entertainment,McCartney membatalkan pertunjukan Korea Selatan karena alasan kesehatan
12261,'Chicken from hell' dinosaur gets proper name,Technology,Dinosaurus 'Ayam dari Neraka' mendapat nama yang tepat
48578,"'Game of Thrones' premiere, final trailer arrive",Entertainment,"Penayangan perdana 'Game of Thrones', trailer terakhir telah tiba"
29929,Microsoft sells 5 million Xbox One consoles,Technology,Microsoft menjual 5 juta konsol Xbox One
43250,UPDATE 3-Novartis and Google to develop 'smart' contact lens,Technology,UPDATE 3-Novartis dan Google akan mengembangkan lensa kontak 'pintar'
34806,Ford's Takedown Of The Cadillac 'Poolside' Ad Is Perfect,Technology,Penghapusan Iklan Cadillac 'Poolside' oleh Ford Sangat Sempurna
42895,Clothing firm in loan crisis,Economy,Perusahaan pakaian dalam krisis pinjaman
60080,"Eurostar warns of delays, cancels trains",Economy,"Eurostar memperingatkan penundaan, membatalkan kereta"
22629,NASA's Voyager 2 spacecraft's restored footage gives Detailed Map of Nepture's  ...,Technology,Rekaman yang dipulihkan dari pesawat ruang angkasa Voyager 2 NASA memberikan Peta Detail Nepture ...
50006,Westgate Resorts buys former Las Vegas Hilton,Economy,Westgate Resorts membeli bekas Las Vegas Hilton
55821,Teenage Mutant Ninja Turtles poster includes “September 11″ and exploding  ...,Entertainment,Poster Teenage Mutant Ninja Turtles memuat “11 September″ dan ledakan ...
52413,Reasons why Shigeru Ban is the 2014 Pritzker Prize Laureate,Entertainment,Alasan mengapa Shigeru Ban adalah Pemenang Hadiah Pritzker 2014
1802,Shia LaBeouf 'Detained' at Broadway Show,Entertainment,Shia LaBeouf 'Ditahan' di Pertunjukan Broadway
59697,Kieran Mulvey: 'Nobody wins with decision to cancel the Garth Brooks concerts',Entertainment,Kieran Mulvey: 'Tidak ada yang menang dengan keputusan membatalkan konser Garth Brooks'
2081,ObamaCare for Illegals,Economy,Obama Peduli terhadap Ilegal
1971,Gareth Edwards: 'Directing a Star Wars movie is living a dream',Entertainment,Gareth Edwards: 'Menyutradarai film Star Wars adalah mewujudkan mimpi'
39019,George Clooney gives up serial romance for engagement,Entertainment,George Clooney meninggalkan serial percintaan demi pertunangan
20729,BlackBerry cuts licensing partnership with T-Mobile,Economy,BlackBerry memutuskan kemitraan lisensi dengan T-Mobile
45689,"Dollar falls to 3-1/2 month lows vs. yen, sterling higher",Economy,"Dolar jatuh ke posisi terendah 3-1/2 bulan vs yen, sterling lebih tinggi"
42606,Amanda Bynes Shares Bikini Photos from Spring Break,Entertainment,Amanda Bynes Berbagi Foto Bikini dari Liburan Musim Semi
37328,Miley Cyrus has postponed her US tour until August,Entertainment,Miley Cyrus telah menunda tur AS-nya hingga Agustus
43705,"Lionsgate, Saban team up for Power Rangers",Entertainment,"Lionsgate, Saban bekerja sama untuk Power Rangers"
60402,Jay Z and Beyoncé Run Miami Opening Night of Joint Tour,Entertainment,Jay Z dan Beyoncé Jalankan Malam Pembukaan Tur Bersama di Miami
5793,Area employment dips slightly in February,Economy,Lapangan kerja di wilayah tersebut sedikit menurun pada bulan Februari
28337,"At Google I/O, expect smartwatches as Android spreads to new screens",Technology,"Di Google I/O, nantikan jam tangan pintar seiring Android menyebar ke layar baru"
12048,Humans Lived Alongside Dinosaurs?,Technology,Manusia Hidup Berdampingan dengan Dinosaurus?
20259,'Star Wars: Episode 7' Ankle Watch: Harrison Ford Sidelined for Two Months,Entertainment,"""Star Wars: Episode 7"" Ankle Watch: Harrison Ford Absen Selama Dua Bulan"
13672,Why Ford (F) Stock is Down Today,Technology,Mengapa Saham Ford (P) Turun Hari Ini
12000,Heartbleed internet breach wider than anticipated,Technology,Pelanggaran internet yang menyedihkan lebih luas dari yang diperkirakan
25120,Jessica Simpson: First Look At Her Beautiful Wedding Dress,Entertainment,Jessica Simpson: Pandangan Pertama Pada Gaun Pengantin Cantiknya
58983,Climate Change: Leaked United Nations Report Reveals 'Irreversible Damage  ...,Technology,Perubahan Iklim: Bocoran Laporan PBB Mengungkapkan 'Kerusakan yang Tidak Dapat Dipulihkan ...
44815,'Heaven Is for Real' heartfelt but dull,Entertainment,'Surga Itu Nyata' menyentuh hati namun membosankan
36244,Watch Dogs review round-up: hack 'em to pieces,Technology,Ringkasan ulasan Watch Dogs: potong-potong
18600,Morgan Freeman's Voice On Helium Is Everything (VIDEO),Entertainment,Suara Morgan Freeman Tentang Helium Adalah Segalanya (VIDEO)
